Allowed QCDR Vender IDs,Allowed QCDR Names,Measure ID,2022 Status,Measure Title, Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure  ,Ratio Measure  ,Number of Performance Rates to be Submitted                                                  ,Performance Rate Description,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year ,Submission Pathway,What changed from the previous version to assess impact
7037323,MIPSPRO ENTERPRISE,HM9,Active,Functional Benefit of a Cochlear Implant,"Percentage of patients aged 18 years and older, who are evaluated for hearing loss and complete a hearing loss self-assessment tool that indicated an impact of hearing-related quality of life (QoL), and if diagnosed with a bilateral moderate to profound sensorineural hearing loss (SNHL) and less than 60% open set speech recognition are scheduled or referred for cochlear implant candidacy testing AND for patients who undergo cochlear implantation, demonstrate a meaningful clinically important difference (MCID) improvement in self-assessment of Hearing-related QoL or an improvement in speech recognition within 18 months of cochlear implant activation.",N/A,Effective Clinical Care,Yes,Patient-Reported Outcome-based Performance Measure (PRO-PM),No,Yes,No,No,2,"Rate 1: 	Performance Rate 1: Percentage of patients aged 18 years and older, who are evaluated for hearing loss and who indicate, via a hearing self-assessment tool, that the hearing loss is impacting their hearing-related QoL, and if diagnosed with a bilateral moderate to profound SNHL and less than 60% open set speech recognition are scheduled or referred for cochlear implant candidacy testing.
Rate 2: 	Performance Rate 2: Percentage of patients aged 18 years and older, who are evaluated for hearing loss and who indicate, via a hearing self-assessment tool, that the hearing loss is impacting their hearing-related QoL, and if Percentage of patients aged 18 years or older evaluated for hearing loss who complete a hearing self-assessment tool that indicated an impact of hearing QoL, and if diagnosed with a bilateral moderate to profound SNHL and less than 60% open set speech recognition are scheduled or referred for cochlear implant candidacy testing AND demonstrate a MCID improvement in self-assessment of HRQoL or an improvement in speech recognition within 18 months of cochlear implant activation.",2nd Performance Rate,No,MIPSPRO ENTERPRISE,2021,Traditional MIPS,
6034942,ImageGuide Registry,IGR1,Active,Comprehensive TTE studies reporting a measured value of LVEF AND wall motion findings with LVEF less than 50%,Percentage of comprehensive TTE studies reporting a measured value of LVEF and wall motion findings with LVEF less than 50% on patients 18 years of age or older.,N/A,Efficiency and Cost Reduction,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,N/A,1st Performance Rate,No,ImageGuide Registry,2019,Traditional MIPS,
6034942,ImageGuide Registry,IGR10,Active,Transthoracic Echo (TTE) performance per ASE guidelines,"Transthoracic Echo (TTE) performance per ASE guidelines on patients 18 years of age or older. This is a multi-strata measure consisting of the following:
1. Percentage of comprehensive TTE studies reporting 100% obtainment of required views.
2. Percentage of limited and comprehensive TTE studies where the study quality was poor or technically difficult that utilized contrast.
3. Percentage of comprehensive TTE studies reporting pulmonary artery pressures.
4. Percentage of comprehensive TTE studies reporting of diastolic function.
5. Percentage of limited and comprehensive TTE studies reporting cardiac function using strain analysis in patients receiving chemotherapy.
The overall performance will be calculated using a weighted average.",N/A,Efficiency and Cost Reduction,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,5,"Rate 1. Percentage of comprehensive TTE studies reporting 100% obtainment of required views.
Rate 2. Percentage of limited and comprehensive TTE studies where the study quality was poor or technically difficult that utilized contrast.
Rate 3. Percentage of comprehensive TTE studies reporting pulmonary artery pressures.
Rate 4. Percentage of comprehensive TTE studies reporting of diastolic function.
Rate 5. Percentage of limited and comprehensive TTE studies reporting cardiac function using strain analysis in patients receiving chemotherapy.",Weighted Average,No,ImageGuide Registry,2019,Traditional MIPS,
6034942,ImageGuide Registry,IGR12,Active,Appropriate diagnosis verification and severity grading for valve disease through transthoracic echocardiography (TTE) quantitative parameters.,"This measure addresses changes in cardiac structure and function in patients with aortic stenosis and/or mitral regurgitation. Changes in left ventricular size and function AND quantitative assessment of severity of aortic stenosis and/or mitral regurgitation should be performed in patients with significant left sided valvular lesions. Both sets of data (left ventricle structure and function, and extent of valvular disease) are needed to reach a conclusion about whether valve surgery or repair is needed. While qualitative assessments are commonly employed, they are generally inadequate to determine severity and to track changes over time.

This is a multi-strata measure consisting of the following strata: 
1. Percentage of transthoracic echocardiogram reports with at least moderate mitral regurgitation including qualitative MR severity, two quantitative MR measurements to support the qualitative severity grading, quantitative LVEF, one quantitative measurement of LV size at end diastole and end systole, AND blood pressure at time of study. 
2. Percentage of transthoracic echocardiogram reports with at least moderate aortic stenosis including peak velocity, mean systolic gradient, aortic valve area, quantitative LVEF, one quantitative measurement of LV size at end diastole and end systole, AND blood pressure at the time of study

The overall performance will be calculated using a weighted average.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,2,"Rate 1. Percentage of transthoracic echocardiogram reports with at least moderate mitral regurgitation including qualitative MR severity, two quantitative MR measurements to support the qualitative severity grading, quantitative LVEF, one quantitative measurement of LV size at end diastole and end systole, AND blood pressure at time of study. 
Rate 2. Percentage of transthoracic echocardiogram reports with at least moderate aortic stenosis including peak velocity, mean systolic gradient, aortic valve area, quantitative LVEF, one quantitative measurement of LV size at end diastole and end systole, AND blood pressure at the time of study",Weighted Average,No,ImageGuide Registry,2020,Traditional MIPS,
6034942,ImageGuide Registry,IGR14,Active,Appropriate Evaluation of Left Ventricular Structure and Systolic Function with Transthoracic Echocardiography (TTE) to Guide Heart Failure and Cardiomyopathy Management,"This measure addresses appropriate evaluation of left ventricular structure and systolic function with TTE to guide heart failure and cardiomyopathy management on patients 18 years of age or older. It examines percentage (%) of comprehensive transthoracic echocardiogram (TTE) studies performed on patients with heart failure/cardiomyopathy as the reason for the study, and including the following parameters for the study: 
 - LV end-diastolic and end systolic diameters, end diastolic LV interventricular septum thickness and LV posterior wall thickness measurements 
 - LV mass index calculation 
 - Strain technology utilization
 - Use of intravenous contrast agent to visualize endocardial borders for LV volumes and ejection fraction (EF) measurement in technically difficult studies.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,ImageGuide Registry,2021,Traditional MIPS,"Was 2021 - No impact, confirmed with scoring"
6034942,ImageGuide Registry,IGR15,Active,Myocardial Perfusion Imaging (MPI) or Stress Echocardiography Imaging Studies - Adequate Exercise Protocol,"This is a multi-strata measure consisting of the following strata: 
1. Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) or Stress Echocardiography studies using a Stress Test Type that includes exercise performed on patients 18 years of age or older.
2 .Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) or Stress Echocardiography exercise studies where the stress heart rate >= 85% of maximum heart rate and three or more minutes of exercise performed on patients 18 years of age or older.

The overall performance will be calculated using a weighted average.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,2,"Rate 1: Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) or Stress Echocardiography studies using a Stress Test Type that includes exercise performed on patients 18 years of age or older.
Rate 2: Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) or Stress Echocardiography exercise studies where the stress heart rate >= 85% of maximum heart rate and three or more minutes of exercise performed on patients 18 years of age or older.",Weighted Average,No,ImageGuide Registry,2021,Traditional MIPS,
6034942,ImageGuide Registry,IGR16,Active,"Myocardial Perfusion Imaging (MPI) Studies, Transthoracic Echo (TTE), or Stress Echocardiography Imaging Studies - Adequate Reporting for Appropriate Interventions","This is a multi-strata measure consisting of the following strata: 
1. Percentage of Single Photon Emission Computed Tomography (SPECT) and Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI) studies that were abnormal and contained perfusion defects documentation including location, severity, and size performed on patients 18 years of age or older.
2 .Percentage of Single Photon Emission Computed Tomography (SPECT), Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI), transthoracic echocardiography, or stress echocardiography imaging studies where the Left Ventricle Ejection Fraction (LVEF) was calculated and included in the report performed on patients 18 years of age or older.

The overall performance will be calculated using a weighted average.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,2,"Rate 1: Percentage of Single Photon Emission Computed Tomography (SPECT) and Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI) studies that were abnormal and contained perfusion defects documentation including location, severity, and size performed on patients 18 years of age or older.
Rate 2 :Percentage of Single Photon Emission Computed Tomography (SPECT), Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI), transthoracic echocardiography, or stress echocardiography imaging studies where the Left Ventricle Ejection Fraction (LVEF) was calculated and included in the report performed on patients 18 years of age or older.",Weighted Average,No,ImageGuide Registry,2021,Traditional MIPS,"Was 2021 -  No impact, confirmed with scoring"
6034942,ImageGuide Registry,IGR17,Active,Myocardial Perfusion Imaging (MPI) studies - Radiation Reduction Strategies,"This is a multi-strata measure consisting of the following strata: 
1. Percentage of Single Photon Emission Computed Tomography (SPECT) and Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI) studies where the imaging protocol used was stress only performed on patients 18 years of age or older.
2. Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) studies where 9 or less millisieverts of radiation were administered per ASNC guideline recommendations on patients 18 years of age or older.

The overall performance will be calculated using a weighted average.",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,2,"Rate 1. Percentage of Single Photon Emission Computed Tomography (SPECT) and Positron Emission Tomography (PET) Myocardial Perfusion Imaging (MPI) studies where the imaging protocol used was stress only performed on patients 18 years of age or older.
Rate 2. Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) studies where 9 or less millisieverts of radiation were administered per ASNC guideline recommendations on patients 18 years of age or older.",Weighted Average,No,ImageGuide Registry,2021,Traditional MIPS,
6034942,ImageGuide Registry,IGR18,Active,Myocardial Perfusion Imaging (MPI) or Stress Echocardiography imaging studies - Improving Image Quality,"This is a multi-strata measure consisting of the following strata: 
1. Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) studies using Attenuation Correction performed on patients 18 years of age or older.
2.Percentage of SPECT-MPI or Stress Echocardiography imaging studies where the Imaging Protocol was appropriate for morbidly obese patients 18 years of age or older.

The overall performance will be calculated using a weighted average.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,2,"Rate 1: Percentage of Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) studies using Attenuation Correction performed on patients 18 years of age or older.
Rate 2: Percentage of SPECT-MPI or Stress Echocardiography imaging studies where the Imaging Protocol was appropriate for morbidly obese patients on patients 18 years of age or older.",Weighted Average,No,ImageGuide Registry,2021,Traditional MIPS,"Was 2021  - No impact, confirmed with scoring"
6034942,ImageGuide Registry,IGR2,Active,"Parameters in stress echocardiography dobutamine testing for low flow, low gradient aortic stenosis","Percentage of low flow, low gradient aortic stenosis studies in the setting of LVEF less than 50% with complete measurements during a dobutamine stress echocardiogram on patients 18 years of age or older.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,1st Performance Rate,No,ImageGuide Registry,2019,Traditional MIPS,
6034942,ImageGuide Registry,IGR9,Active,Stress echo performance for shortness of breath per ASE guidelines,"Stress echo performance for shortness of breath per ASE guidelines on patients 18 years of age or older. This is a multi-strata measure consisting of the following: 
1. Percentage of stress echo studies presenting with an indication of unexplained dyspnea that include an interpretation of LV diastolic function parameters with exercise.
2. Percentage of stress echo studies presenting with significant aortic or mitral valve disease that include reporting of value function and regurgitation with exercise. 
The overall performance will be calculated using a weighted average.",N/A,Effective Clinical Care,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,2,"Rate 1. Percentage of stress echo studies presenting with an indication of unexplained dyspnea that include an interpretation of LV diastolic function parameters with exercise.
Rate 2. Percentage of stress echo studies presenting with significant aortic or mitral valve disease that include reporting of value function and regurgitation with exercise. ",Weighted Average,No,ImageGuide Registry,2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS1,Active,Endothelial Keratoplasty - Post-operative improvement in best corrected visual acuity to 20/40 or better,Percentage of endothelial keratoplasty patients with a best corrected visual acuity of 20/40 or better within 90 days after surgery,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS13,Active,Diabetic Macular Edema - Loss of Visual Acuity,Percentage of patients with a diagnosis of diabetic macular edema with a loss of less than 3 Snellen lines (which is equivalent to less than 0.3 logMAR) within the past 12 months.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS17,Active,Acute Anterior Uveitis: Post-treatment Grade 0 anterior chamber cells,Percentage of patients with acute anterior uveitis post-treatment with Grade 0 anterior chamber cells,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS2,Active,Glaucoma – Intraocular Pressure Reduction,Percentage of glaucoma patient visits where their IOP was below a threshold level based on the severity of their diagnosis.,N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS23,Active,Refractive Surgery: Patients with a postoperative uncorrected visual acuity (UCVA) of 20/20 or better within 30 days,Percentage of patients with an uncorrected visual acuity (UCVA) of 20/20 or better within 30 days,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2017,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS24,Active,Refractive Surgery: Patients with a postoperative correction within + or - 0.5 Diopter (D) of the intended correction,Percentage of patients with an actual spherical equivalent within + or - 0.5 D of the intended correction or SE,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2017,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS35,Active,Improvement of Macular Edema in Patients with Uveitis,Percentage of patients with uveitis and macular edema with a reduction of 20% or greater in the central subfield thickness on OCT within 90 days after treatment.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS38,Active,Endothelial Keratoplasty – Dislocation Requiring Surgical Intervention,Percentage of endothelial keratoplasty patients with a rebubbling or revision or repair procedure within 90 days after surgery,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS39,Active,Intraocular Pressure Reduction Following Trabeculectomy or an Aqueous Shunt Procedure,Percentage of patients who underwent trabeculectomy or aqueous shunt procedure who had IOP reduced by 20% or more from their pretreatment between 3 and 4 months of treatment or a reduction in overall number of glaucoma medications.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS41,Active,Improved visual acuity after epiretinal membrane treatment within 120 days,Percentage of patients with a 20% improvement in visual acuity within 120 days following epiretinal membrane treatment,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS43,Active,Intraocular Pressure Reduction Following Laser Trabeculoplasty,Percentage of patients who underwent laser trabeculoplasty who had IOP reduced by 20% or more from their pretreatment IOP or had a reduction in overall number of glaucoma medications.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS44,Active,Visual Field Progression in Glaucoma,Percentage of patients with a diagnosis of glaucoma with a mean deviation loss of 3dB or more from their baseline value.,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS46,Active,Evidence of anatomic closure of macular hole within 90 days after surgery as documented by OCT,Percentage of patients with a macular hole who have evidence of anatomic closure documented by OCT within 90 days after surgical treatment.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS48,Active,Adult Surgical Esotropia: Postoperative alignment,Percentage of adult esotropia patients receiving surgical treatment with a post treatment alignment of 12 prism diopters (PD) or less.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS49,Active,Surgical Pediatric Esotropia: Postoperative alignment,Percentage of surgical esotropia pediatric patients with a postoperative alignment of 12 prism diopters (PD) or less without a reoperation.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS50,Active,Amblyopia: Interocular visual acuity,"Percentage of newly diagnosed amblyopic patients with one or more of the following:
A. a corrected interocular (or if not reported, the uncorrected) visual acuity difference less than 0.23 logMAR 3-12 months after first diagnosis of amblyopia
OR
B. an improvement in the corrected visual acuity of the amblyopic eye of 3 or more Snellen lines (> or = 0.30 logMAR) 3-12 months after first diagnosis of amblyopia 
OR
C. a final visual acuity in the amblyopic eye equal to 20/30 or better (less than or equal to 0.18 log Mar) 3-12 months after first diagnosis of amblyopia",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS51,Active,Acute Anterior Uveitis: Post-treatment visual acuity,Percentage of acute anterior uveitis patients with a post-treatment best corrected visual acuity of 20/20 or better or patients whose visual acuity had returned to their baseline value prior to onset of uveitis.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2019,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS53,Active,Chronic Anterior Uveitis - Post-treatment visual acuity,Percentage of chronic anterior uveitis patients with a post-treatment best corrected visual acuity of 20/30 or better or patients whose visual acuity had returned to their baseline value prior to onset of uveitis.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS54,Active,Complications After Cataract Surgery,"Percentage of eyes of patients aged 18 years and older with a diagnosis of cataract who had cataract surgery and had the following complications with 90 days after cataract surgery: prolonged inflammation, incision complications, iris complications, retinal detachment, cystoid macular edema, corneal complications, or a return to OR.",N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS55,Active,Visual Acuity Improvement Following Cataract Surgery and Minimally Invasive Glaucoma Surgery,Percentage of eyes of patients aged 18 years and older with a diagnosis of cataract who had cataract surgery and minimally invasive glaucoma surgery and achieved 20/30 best-corrected distance visual acuity or better OR an improvement in best-corrected distance visual acuity within 4 months following the cataract surgery. Weighted average of performance rates reported.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,3,"Rate 1: Includes eyes of patients with mild to moderate stage glaucoma and a 20/30 or better post-operative best-corrected distance visual acuity
Rate 2: Includes eyes of patients with severe stage glaucoma or a pre-operative best-corrected visual acuity of 20/200 and a 2 lines or better improvement in the post-operative best-corrected distance visual acuity from preoperative visual acuity
Rate 3: Includes eyes of patients with a pre-operative best-corrected visual acuity of 20/400 and a 1 line or better improvement in the post-operative best-corrected distance visual acuity from pre-operative visual acuity",Weighted Average,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS56,Active,Adult Diplopia: Improvement of ocular deviation or absence of diplopia or functional improvement,Percentage of patients with a diagnosis of double vision (diplopia) who had an improvement of ocular deviation as determined by reduction of strabismus in primary gaze to less than 10 prism diopters horizontal or less than 2 prism diopters vertical deviation OR were absent of diplopia in primary gaze OR had functional improvement in ptosis within 6 months of initiating treatment.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS57,Active,Idiopathic Intracranial Hypertension: Improvement of mean deviation or stability of mean deviation,Percentage of patients with improvement in mean deviation or stability of mean deviation (+1db) within 6 months of initiating therapy.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS58,Active,Improved Visual Acuity after Vitrectomy for Complications of Diabetic Retinopathy within 120 Days,Percentage of patients with a 20% or greater improvement in visual acuity within 120 days following vitrectomy for complications of diabetic retinopathy,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS59,Active,Regaining Vision After Cataract Surgery,Percentage of eyes of patients aged 18 years and older with a diagnosis of cataract who had cataract surgery and 20/20 best-corrected distance visual acuity or better OR an improvement in best-corrected distance visual acuity within 30 days following the cataract surgery. Weighted average of performance rates reported.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,3,"Rate 1: Includes eyes of patients with no comorbidities or additional procedures on the same date as the cataract surgery, 
Rate 2: Includes eyes of patients with comorbidities with a pre-operative visual acuity of 20/200 or better, and 
Rate 3: Includes eyes of patients with comorbidities with a pre-operative visual acuity of 20/400 or worse",Weighted Average,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS6,Active,Acquired Involutional Entropion: Normalized lid position after surgical repair,Percentage of surgical entropion patients with normalized lid position within 90 days postoperatively.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,1st Performance Rate,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015,Traditional MIPS,
3927141,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS60,Active,Visual Acuity Improvement Following Cataract Surgery Combined with a Trabeculectomy or an Aqueous Shunt Procedure,Percentage of eyes of patients who underwent cataract surgery combined with a trabeculectomy or an aqueous shunt procedure who had their visual acuity improve 1 or 2 or more Snellen lines from their preoperative visual acuity between 3 and 6 months postoperatively. Weighted average of performance rates reported.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,3,"Rate 1: Includes eyes of patients with a pre-operative visual acuity of better than 20/200 who had an improvement from their preoperative visual acuity of 2 or more lines between 3 and 6 months postoperatively
Rate 2: Includes eyes of patients with a pre-operative visual acuity of 20/200 who had an improvement from their preoperative visual acuity of 2 or more lines between 3 and 6 months postoperatively
Rate 3: Includes eyes of patients with a pre-operative visual acuity of 20/400 who had an improvement from their preoperative visual acuity of 1 or more lines between 3 and 6 months postoperatively",Weighted Average,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2020,Traditional MIPS,
3967247; 1157686; 8411367; 7037323; 2581402,East Tennessee State University Department of Health Services Management & Policy in Collaboration with Patient360; Hawkins Foundation in Collaboration with Sharecare; Keet Outcomes; MIPSPRO ENTERPRISE; Physical Therapy Outcomes Registry,IROMS11,Active,"Failure to Progress (FTP): Proportion of patients failing to achieve a Minimal Clinically Important Difference (MCID) to indicate functional improvement in knee rehabilitation of patients with knee injury measured via their validated Knee Outcome Survey (KOS) score, or equivalent instrument which has undergone peer reviewed published validation and demonstrates a peer reviewed published MCID.","The proportion of patients failing to achieve an MCID of ten (10) points or more improvement in the KOS change score for patients with knee injury treated during the observation period will be reported. 

Additionally, a risk-adjusted MCID proportional difference will be determined by calculating the difference between the risk model predicted and observed MCID proportion will reported for each physical therapist or physical therapy group. The risk adjustment will be calculated using a logistic regression model using: baseline KOS score, baseline pain score, age, sex, payer, and symptom duration (time from surgery or injury to baseline physical therapy visit). 

These measures will serve as a PT/OT performance measure at the eligible PT/OT or PT/OT group level.",N/A,Effective Clinical Care,Yes,Patient-Reported Outcome-based Performance Measure (PRO-PM),Yes,Yes,No,No,6,"Six strata will be reported, two overall performance measures and four stratified performance measures are to be included: 

Rate 1: Overall proportion of patients not achieving an MCID in KOS change score will be reported. 
Rate 2: A risk-adjusted MCID proportional difference will be reported where the difference between the risk model predicted and observed MCID (measured via KOS) proportion will reported. 

For operative (surgical) patients:
Rate 3: The proportion of patients not achieving an MCID in KOS change score will be reported. 
Rate 4: A risk-adjusted MCID proportional difference will be reported where the difference between the risk model predicted and observed MCID (measured via KOS) proportion will reported. 

For non-operative (non-surgical) patients:
Rate 5: The proportion of patients not achieving an MCID in KOS change score will be reported. 
Rate 6: A risk-adjusted MCID proportional difference will be reported where the difference between the risk model predicted and observed MCID (measured via KOS) proportion will reported.",2nd Performance Rate,Yes,Keet Outcomes,2019,Traditional MIPS,
