MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Quality,470
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Quality,480
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Quality,487
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_AHE_3
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_AHE_9
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_BE_6
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_BE_12
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_CC_7
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_CC_9
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_CC_13
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_CC_15
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_PM_26
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_MVP
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_PCMH
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_PSPA_7
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Improvement,IA_PSPA_18
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Cost,COST_KA_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Cost,COST_PHA_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,479
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,484
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_EP_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_EP_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_EP_2_EX_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_EP_2_EX_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_HIE_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_HIE_4
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_HIE_5
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_HIE_6
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_INFBLO_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_LVITC_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_LVOTC_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_LVPP_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_ONCDIR_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PEA_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1_EX_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1_EX_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1_EX_3
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1_PRE
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_1_PROD
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_2_PRE
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_2_PROD
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3_EX_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3_EX_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3_EX_3
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3_PRE
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_3_PROD
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_4
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_4_PRE
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_4_PROD
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_5
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_5_PRE
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PHCDRR_5_PROD
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PPHI_1
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_PPHI_2
Improving Care for Lower Extremity Joint Repair ,G0058,"The Improving Care for Lower Extremity Joint Repair MVP focuses on the clinical theme of providing fundamental treatment and management of patients with osteoarthritis and lower extremity surgical repair, such as fracture and total joint replacement, to ensure appropriate care and reduce costs.",Orthopedic Surgery ,Lower Extremity Joint Repair,Foundational,PI_ONCACB_1 
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,113
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,130
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,185
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,226
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,275
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,320
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,374
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,400
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,401
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,487
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,503
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,GIQIC23
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,GIQIC26
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Quality,NHCR4
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_AHE_3
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_AHE_6
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_AHE_9
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_BE_4
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_CC_7
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_CC_9
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_CC_10
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_CC_13
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_PM_26
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_MVP
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Improvement,IA_PCMH
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Cost,COST_SSC_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Cost,TPCC_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,479
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,484
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_EP_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_EP_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_EP_2_EX_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_EP_2_EX_2
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_HIE_1
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_HIE_4
Gastroenterology Care ,M1422,The Gastroenterology Care MVP focuses on the clinical theme of providing treatment and management of the digestive system and the liver. ,Gastroenterology; Nonphysician Practitioners; Nurse Practitioner; Physician Assistants,Gastroenterology Care,Foundational,PI_HIE_5
