QCDR Vendor ID,QCDR Organization Name,Measure ID,Measure Title,Measure Description,NQS Domain,Numerator,Denominator,Denominator Exclusions,Denominator Exceptions,Numerator Exclusion,Number of performance rates to be included in the XML,"Indicate an Overall Performance Rate if more than 1 performance rate is to be submitted
Specify which rate will represent an overall performance rate for the measure or how an overall performance rate could be calculated based on the data submitted in the XML [for example, simple average of the performance rates submitted or weighted average (sum the numerators divided by the sum of the denominators), etc].",Measure Types,High Priority,Outcome,Inverse Measure (Y/N),Proportional Measure (Y/N),Continuous Variable Measure (Y/N),Ratio Measure (Y/N),Risk-Adjusted (Y/N),Is accepted by more than one QCDR,Primary Steward
5684062,NeuroPoint Alliance Quality Outcomes Database,NPA5,Patient Satisfaction with Spine Care,"Percentage of patients aged 18 years and older undergoing index spine therapy(-ies) who completed 3-month follow-up (patient-reported) satisfaction with care assessment. Satisfaction will be reported as % of patients reporting satisfaction with procedure. This measure will be calculated with 2 performance rates:
Rate 1: Patient population with Follow-up/Patient population with baseline
Rate 2: Patient population with improvement in satisfaction with care status after Follow-up/Patient population with Follow-up. 
",Person and Caregiver-Centered Experience and Outcomes,Number of patients aged 18 years and older undergoing index spine therapy(-ies) who completed 3-month follow-up (patient-reported) satisfaction with care assessment.,"QOD QCDR Patients Denominator: The patient population includes patients aged 18 years and older eligible for, enrolled, and engaged in the Qualified Clinical Data Registry (QCDR).  For the QOD QCDR, the measures apply to patients undergoing either lumbar or cervical spine surgery and the surgeon’s selection of either lumbar or cervical or both lumbar and cervical registry participation.  Lumbar surgery includes patients with symptomatic lumbar disc herniation, symptomatic recurrent lumbar disc herniation, lumbar spondylolisthesis (grade 1), lumbar stenosis, lumbar adjacent segment disease, single- level symptomatic mechanical disc collapse, pseudoarthrosis. Cervical spine surgery includes patients with cervical radiculopathy, cervical myelopathy, or mechanical neck paindisc herniation, foraminal stenosis, central stenosis, cervical instability, pseudoarthrosis, adjacent segment disease.   CPT codes listed are consistent with, and applicable to, these clinical inclusion criteria. CPT codes consistent with the Lumbar QOD Registry include: 20930, 20931, 20932, 20936, 20937, 20938, 22558, 22585, 22612, 22614, 22840, 22842, 63005, 63012, 63030, 63035, 63042, 63044, 63047, 63048, 63056, 63087, 63088, 63102, 63103, 63267. CPT codes consistent with the Cervical QOD Registry include: 20930, 20931, 20936, 20937, 20938, 22551, 22552, 22554, 22585, 22600, 22614, 22840, 22842, 22843, 22845, 22846, 63001, 63015, 63020, 63035, 63040, 63043, 63045, 63081, 63082.","Denominator Exclusions
Excluded are patients with circumstances that interfere with or prevent data collection or patients with conditions that confound interpretation of patient outcomes.

General Exclusions
● Spinal infection (including osteomyelitis, TB, discitis)
● Tumor: Current surgery for spinal tumor (benign/malignant); brain tumor affecting movement (e.g., parietal lobe or cerebellum); associated systemic malignancy present at the time of surgery 
● Spine fracture or spine traumatic dislocation
● Incarceration (prisoner) 
● Hospital/Facility/Surgeon is not a participant
● Refused Informed Consent: if informed consent is required by the local IRB, then refusal of consent
● Age < 18yrs 
● Neurological paralysis due to pre-existing brain or spinal disease or injury (such as traumatic brain injury resulting in lower limb weakness, locked-in syndrome or cerebral palsy)
● Surgical procedure/device on exclusion list
     o  Excluded procedures include laser disc ablation, Laser Discectomy, Percutaneous Endoscopic Laser Discectomy, Percutaneous Laser Discectomy, ILIF, SI Joint Fusion (previous or current), Vertebrectomy, Fusion: AxiaLIF, Fusion: Mid-LIF, Fusion: OLIF, Coflex Laminectomy, Interlaminar Interspinous Fusion (ILIF), Kyphoplasty, AccuraScope, Spinous Process Fixation, Excision of Hemivertebrae, Arthroplasty, Rhizotomy Only
    o Patients who have a history of or whose current surgery includes an excluded device. Excluded devices are interspinous distraction device, X-Stop at any level, Coflex Device, Aspen Clamp, Aspen Spinous Process System, Minimally Disruptive Fixation Device (DBR), spinal cord stimulator (past or present), Artificial Disc, Annulex Device, Intrathecal Pain Pump.
● Documented severe Peripheral Neuropathy or Primary Neuropathy.  
● Chronic Regional Pain Syndrome (CRPS)
● Severe cognitive or psychiatric impairment (advanced dementia, advanced Alzheimer’s disease, severe altered mental status, or severe psychiatric condition that interferes with reliable patient reported outcomes and/or agreement for participation; patients with a health care surrogate should also be excluded).
● 6-Cycle accrual site exclusion

Exclusions specific to Lumbar Diagnostic Categories
● Deformity (including lumbar scoliosis that is documented as > 20 degrees, i.e., moderate or severe) 
● Spondylolisthesis grade 2, 3, 4, or 5 (25% or greater spondylolisthesis) 
● Ossified Posterior Longitudinal Ligament (OPLL)
● Previous or current sacroiliac (SI) joint fusion

Exclusions specific to Cervical Categories
● Deformity (cervical) 
● Prior cervical surgery at the same level
● Revision Adjacent Segment Pathology:   in the cervical module, when the surgeries (past and present) link up together that is a revision adjacent segment disease which should be excluded
● Patients with the presence of any neurologic condition or deficit that would cause the interpretation of outcome to be unclear; for instance: hand weakness, atrophy and numbness from a chronic ulnar neuropathy or end stage carpal tunnel syndrome with numbness, atrophy and weakness or severe peripheral neuropathy with sensory loss or weakness.

Administrative Exclusions  
• Duplicate record created and patient enrolled.  All data are correctly entered in the other record.
• Patient does not meet baseline inclusion criteria.
• Unable to collect baseline patient-reported outcome data
• Follow-up or tracking is not possible (e.g., military deployment, moving from area)
• Medical records or documentation are not available or cannot be accessed
• Previous deformity exclusion",None,None,2,2,Outcome,High Priority,Outcome,N,Y,N,N,N,No,NeuroPoint Alliance Quality Outcomes Database
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC6,Depression and Anxiety Assessment Prior to Spine-Related Therapies,Percentage of patients aged 18 years and older with documentation of depression and/or anxiety assessment through discussion with the patient including the use of a standardized assessment tool prior to therapy(-ies) for treatment of spine-related pain symptoms.,Communication and Care Coordination,Number of patients aged 18 years and older with documentation of depression and/or anxiety assessment through discussion with the patient including the use of a standardized assessment tool prior to therapy(-ies) for treatment of spine-related pain symptoms.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC9,Unplanned Admission to Hospital Following Percutaneous Spine Procedure within the 30-Day Post-procedure Period,Percentage of patients aged 18 years and older who had any unplanned admission following percutaneous spine-related procedure within the 30-day post-procedure period,Patient Safety,Number of patients aged 18 years and older who had any unplanned admission following percutaneous spine-related procedure within the 30-day post-procedure period.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,1,N/A,Outcome,High Priority,Outcome,Y,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC3,Functional Outcome Assessment for Spine Intervention,"Percentage of patients aged 18 years and older undergoing spine therapy(-ies) who completed baseline and 2 +/- 1 month follow-up (patient-reported) functional outcome assessment with at least 10% improvement in the functional status from the baseline.  This measure will be calculated using two performance rates.  Two rates can be reported for baseline and follow-up: 
Rate 1: Patient population with Follow-up/Patient population with baseline 
Rate 2: Patient population with improvement in functional status (at least 10% improvement) from the baseline. 

",Person and Caregiver-Centered Experience and Outcomes,Percentage of patients who completed 2 +/‐ 1 month follow‐up (patient‐reported) functional outcome assessment post spine therapies.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,2,1,Outcome,High Priority,Outcome,N,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC7,Narcotic Pain Medicine Management Prior to and Following Spine Therapy,"Percentage of patients aged 18 years and older with documentation of narcotic use/requirements at baseline (initial encounter) and documentation of decreased narcotic use/requirements at 2 +/-1 months following initial assessment and therapy (ies) for treatment of spine-related pain symptoms with an improvement in pain status from the baseline and documentation of follow-up plan. This measure will be calculated using two performance rates.  Two rates can be reported for baseline and follow-up:                                                                            
Rate 1: Patient population with Follow-up/Patient population with baseline 
Rate 2: Patient population with improvement in pain status from the baseline.
Thus Rate 2 =< Rate 1 
Overall Rate = Rate 1

",Communication and Care Coordination,Percentage of patients with a documentation of decreased narcotic use/requirements at 2 +/-1 months following initial assessment and therapy(ies) for the treatment of spine-related pain symptoms and documentation of follow-up plan.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,2,"Two rates can be reported for baseline and follow-up:
Rate 1: Patient population with Follow-up/Patient population with baseline
Rate 2: Patient population with improvement in status after Follow-up/Patient population with baseline
Thus Rate 2 =< Rate 1
Overall Rate = Rate 1",Process,High Priority,,N,y,n,n,n,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC8,Complication Following Percutaneous Spine-Related Procedure,"Proportion of patients undergoing percutaneous spine-related procedures who have a complication (specifically, CSF leak, deep venous thrombosis [DVT], pulmonary embolism [PE], myocardial infarction [MI], stroke, procedure related infection or unexpected new neurological deficit) in the 30-day post-procedure period. ",Effective Clinical Care,"Number of patients undergoing percutaneous spine-related procedures who have a complication (specifically, CSF leak, deep venous thrombosis [DVT], pulmonary embolism [PE], myocardial infarction [MI], stroke, procedure related infection or unexpected new neurological deficit) in the 30-day post-procedure period.","M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,1,N/A,Outcome,,Outcome,Y,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC4,Quality-of-Life Assessment for Spine Intervention,"Percentage of patients aged 18 years and older undergoing spine therapy(-ies) who completed baseline and 2 +/- 1 month follow-up (patient-reported) quality-of-life assessment with an improvement in the quality of life status from the baseline. This measure will be calculated using two performance rates.  Two rates can be reported for baseline and follow-up:
Rate 1: Patient population with Follow-up/Patient population with baseline 
Rate 2: Patient population with improvement in Quality of life status from the baseline",Person and Caregiver-Centered Experience and Outcomes,Number of patients aged 18 years and older undergoing spine therapy(-ies) who completed baseline and 2 +/- 1 month follow-up (patient-reported) quality-of-life assessment.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,2,1,Outcome,High Priority,Outcome,N,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC5,Patient Satisfaction with Spine Care,"Percentage of patients aged 18 years and older undergoing spine therapy(-ies)  who completed satisfaction with care assessment prior to the treatment and at 2 +/- 1 month follow-up (patient-reported) satisfaction with care assessment with an improvement in the satisfaction with care status from the baseline. This measure will be calculated using two performance rates.  Two rates can be reported for baseline and follow-up:
Rate 1: Patient population with Follow-up/Patient population with baseline 
Rate 2: Patient population with improvement in satisfaction with care status from the baseline

",Person and Caregiver-Centered Experience and Outcomes,Number of patients aged 18 years and older undergoing spine therapy(-ies) who completed 2 +/- 1 month follow-up (patient-reported) satisfaction with care assessment.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,2,1,Outcome,High Priority,Outcome,N,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
"6665080
","NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)",NPAGSC10,Spine/Extremity Pain Assessment,"Percentage of patients aged 18 years and older with documentation of a pain assessment through discussion with the patient including the use of a standardized back or neck pain tool(s)AND/ OR Leg or arm pain tool(s) at baseline and 2 +/-1 month following initial assessment and therapy(-ies) for treatment of spine-related pain symptoms  with an improvement in the pain status from the baseline and documentation of follow-up plan. This measure will be calculated using two performance rates.  Two rates can be reported for baseline and follow-up:
Rate 1: Patient population with Follow-up/Patient population with baseline 
Rate 2: Patient population with improvement in the pain status from the baseline


",Person and Caregiver-Centered Experience and Outcomes,Number of patients with documentation of a pain assessment through discussion with the patient including the use of a standardized back or neck pain tool(s) AND/ OR Leg or arm pain tool(s) at 2 +/-1 month following initial assessment and therapy(-ies) for treatment of spine-related pain symptoms and documentation of follow-up plan.,"M43.02
M43.06
M43.07
M43.12
M43.16
M43.17
M46.00
M46.02
M46.04
M46.06
M46.07
M46.09
M46.1
M47.811
M47.812
M47.814
M47.816
M47.817
M48.02
M48.04
M48.06
M48.07
M48.9
M50.00
M50.10
M50.33
S22.000A         
S22.009A         
S22.060A         
S22.080A         
       S32.010A
S32.010D
S32.000A         
M50.90
M51.04
M51.06
M51.14
M51.16
M51.17
M51.24
M51.26
M51.27
M51.34
M51.36
M51.37
M53.2X2
M53.2X6
M53.2X7
M54.12
M54.14
M54.16
M54.17
M54.2
M54.31
M54.32
M54.5
M54.6
S13.4XXA
S13.4XXD
S13.8XXA
S16.1XXA
S23.3XXD
S23.3XXA
S23.3XXS
S23.8XXA
S33.5XXA
S23.3XXD
S23.3XXS
S33.5XXA
S33.5XXD
S33.6XXA
S33.6XXD
S33.100A
S34.3XXS
S34.4XXA
S34.3XXS
S39.012A
M54.41
M54.42
M54.16
M48.06
M54.2
M54.12
M40.03
M40.04
M41.24
M41.25
M41.26
M41.27
M41.84
M41.85
M41.86
M41.87
M41.9
M62.830",None,None,None,2,1,Outcome,High Priority,Outcome,N,Y,N,N,N,No,"NeuroPoint Alliance, - AAPM&R-AANS's Spine Quality Outcomes Database (SQOD)"
6981170,New Hampshire Colonoscopy Registry,"NHCR4
",Repeat screening or surveillance colonoscopy recommended within one year due to inadequate / poor bowel preparation,Percentage of patients recommended for repeat screening or surveillance colonoscopy within one year or less due to inadequate/poor bowel preparation quality,Effective Clinical Care,# of screening and surveillance colonoscopies with bowel preparation documented as inadequate/poor and whose recommended follow-up was ≤ 1 year,: # of screening and surveillance colonoscopies with bowel preparation documented as inadequate/poor,"Colonoscopies with bowel preparation quality = excellent, good, or fair

",None,None,1,N/A,Outcome,,Outcome,N,Y,N,N,N,No,New Hampshire Colonoscopy Registry
6981170,New Hampshire Colonoscopy Registry,NHCR5,Colonoscopy: Repeat colonoscopy recommended due to piecemeal resection,Percentage of exams with polyps removed by piecemeal excision who are told to return in appropriate interval ≤1 year,Effective Clinical Care,# of colonoscopies with polyps removed by piecemeal excision who are told to return for surveillance in ≤ 1 year,all colonoscopies with piecemeal excision,"Colonoscopies with no piecemeal excision

",None,None,1,N/A,Outcome,,Outcome,N,Y,N,N,N,No,New Hampshire Colonoscopy Registry
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD7,Critical test: Aortic Dissection,Adherence to Critical Test Protocol: Aortic Dissection.,Communication and Care Coordination,Number of Critical Tests a radiologist reads to diagnose Aotic Dissection that were reported to the ordering clinician within 30 minutes of procedure order,Number of Critical Tests a radiologist reads to diagnose Aortic Dissection,None,None,None,1,N/A,Outcome,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD6,Critical test: Intracranial Hemorrhage,Adherence to Critical Test Protocol: Intracranial Hemorrhage.,Communication and Care Coordination,Number of Critical Tests a radiologist reads to diagnose Intracranial Hemorrhage that were reported to the ordering clinician within 30 minutes of procedure order,Number of Critical Tests a radiologist reads to diagnose Intracranial Hemorrhage,None,None,None,1,N/A,Outcome,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD4,Critical test: OR Foreign Body,Adherence to Critical Test Protocol: OR Foreign Body.,Communication and Care Coordination,Number of Critical Tests a radiologist reads to diagnose OR Foreign Body that were reported to the ordering clinician within 30 minutes of procedure order,Number of Critical Tests a radiologist reads to diagnose OR Foreign Body,None,None,None,1,N/A,Outcome,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD5,Critical test: Stroke,Adherence to Critical Test Protocol: Stroke.,Communication and Care Coordination,Number of Critical Tests a radiologist reads to diagnose Stroke that were reported to the ordering clinician within 30 minutes of procedure order,Number of Critical Tests a radiologist reads to diagnose Stroke,None,None,None,1,N/A,Outcome,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD22,Critical Finding: Acute Ocular injury,Efficiency of reporting Critical Result: Acute Ocular Injury diagnosed on radiology exams,Patient Safety,Number of trauma exams a radiologist reads indicating Acute Ocular Injury that were reported to the ordering clinician within 30 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Acute Ocular Injury,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD3,Critical Result: Aortic Dissection,Efficiency of reporting Critical Result: Aortic Dissection diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Aortic Dissection that were reported to the ordering clinician within 15 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Aortic Dissection,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD19,Critical Finding: Cord Compression,Efficiency of reporting Critical Result: Cord Compression diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Cord Compression that were reported to the ordering clinician within 40 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Cord Compression,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD12,Critical Result: Ectopic Pregnancy,Efficiency of reporting Critical Result: Ectopic Pregnancy diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Ectopic Pregnancy that were reported to the ordering clinician within 20 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Ectopic Pregnancy,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD20,Critical Finding: CTA of GI bleed,Efficiency of reporting Critical Result: GI Bleed diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating GI Bleed that were reported to the ordering clinician within 40 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate GI Bleed,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD2,Critical Result: ICH,Efficiency of reporting Critical Result: ICH diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating ICH that were reported to the ordering clinician within 35 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate ICH,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD11,Critical Result: New Deep Venous Thrombosis (DVT),Efficiency of reporting Critical Result: New DVT diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating New DVT that were reported to the ordering clinician within 25 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate New DVT,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD8,Critical Result: Occlusive Intracranial Stroke,Efficiency of reporting Critical Result: Occlusive intracranial stroke diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Occlusive intracranial stroke that were reported to the ordering clinician within 30 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Occlusive intracranial stroke,None,None,None,1,N/A,Process,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
